age,annual_income,spending_score,membership_years,purchase_frequency,last_purchase_amount
40,47256,33,1.7,17,23.19
54,35198,33,1.9,14,73.23
33,134692,78,3.7,13,69.24
23,148203,38,1.1,12,53.55
25,23361,10,1.1,8,86.32
42,25001,57,0.2,8,453.16
35,41531,28,3.5,10,26.73
42,30042,78,2.5,13,57.5
29,55851,100,1.3,7,25.09
32,40296,38,3.7,10,77.76
43,58007,16,2.3,10,27.6
58,90188,21,1.9,12,29.06
62,25886,92,2.1,15,10.0
43,89065,97,3.0,10,61.4
64,31659,6,3.2,14,91.44
49,177920,41,1.0,11,509.06
27,129648,15,0.5,11,95.91
33,45805,3,0.5,12,31.83
24,27497,43,3.1,11,10.68
34,24515,47,6.2,5,12.61
40,82799,99,1.6,4,11.53
43,48134,14,0.6,13,519.91
38,85487,66,4.2,12,77.12
39,183971,29,5.4,14,27.12
24,30877,4,6.4,12,17.26
31,23433,26,2.8,12,19.54
32,55024,12,5.9,13,26.28
70,97426,2,0.0,12,264.94
24,27881,17,0.3,12,52.67
26,50049,35,0.3,14,10.0
68,111527,10,3.7,21,873.54
65,18403,86,0.2,12,13.9
25,56454,43,2.1,18,26.87
67,35452,21,1.9,8,263.01
40,52812,15,1.1,14,89.85
46,75047,35,6.1,16,31.07
35,55965,85,0.6,20,12.46
48,26738,85,1.3,14,17.12
47,36288,85,4.5,6,18.4
69,115376,60,0.1,7,55.06
56,59716,44,3.4,12,68.67
52,81161,96,5.1,16,45.68
35,56964,5,8.1,14,52.09
59,79655,73,6.3,10,15.47
56,38650,18,1.2,10,77.62
34,30930,21,2.6,13,253.82
31,77514,72,0.2,16,44.91
48,96415,98,0.9,14,43.87
41,28323,74,0.3,15,60.32
52,34697,51,1.1,8,208.9
61,44447,41,6.2,12,18.66
62,129559,24,1.3,14,311.38
51,68725,24,2.5,12,90.51
20,22149,96,1.7,15,56.51
54,46360,97,1.8,12,234.13
60,42297,38,10.5,7,13.22
57,24246,44,1.1,15,102.15
43,46033,57,3.0,14,91.5
40,41191,59,1.6,18,17.77
61,39459,34,0.2,13,94.89
56,38390,75,2.0,13,76.7
32,118519,95,5.0,13,44.06
66,39410,82,0.3,6,153.76
21,50503,23,0.2,9,27.49
46,47322,86,0.5,11,75.52
39,36206,43,4.3,18,46.62
42,51415,82,3.9,9,26.11
30,50981,40,2.5,13,99.83
35,51423,47,1.9,8,42.55
50,29274,41,6.6,20,10.0
33,43318,47,4.4,8,10.0
62,77357,20,5.0,13,140.73
59,44007,77,5.0,10,12.62
61,54017,65,3.1,18,76.34
19,54188,68,1.8,11,58.32
52,62971,24,6.0,14,35.08
59,68541,100,7.8,11,571.35
51,44157,36,0.1,9,67.74
47,28373,45,0.2,14,135.2
30,23594,2,9.6,15,76.84
30,90274,28,1.0,15,41.35
35,77819,26,6.2,12,53.36
49,72375,23,1.5,13,314.27
49,79755,79,0.4,13,201.49
52,44492,36,0.3,13,568.15
56,33693,91,0.5,11,71.23
63,27221,6,0.9,15,19.06
69,25498,35,2.0,21,32.18
46,101447,38,3.6,15,13.13
66,36465,35,12.9,12,137.06
46,92310,100,1.7,10,27.03
70,43821,74,2.2,12,10.0
61,32671,94,2.2,5,1049.98
33,25422,53,2.3,19,27.53
61,34444,38,2.2,12,27.33
64,114799,93,0.0,11,405.83
27,25577,59,0.0,14,12.81
47,174564,43,0.3,14,213.56
42,29603,4,0.3,14,26.98
56,76877,5,3.7,8,11.15
37,44929,68,0.7,17,422.78
22,40443,100,6.8,15,165.29
18,22860,45,7.9,12,164.68
47,46210,80,11.2,13,84.88
66,24465,25,8.4,10,112.05
20,17873,78,1.0,11,12.45
62,52667,11,2.1,12,62.42
31,33481,29,0.6,9,17.91
47,134673,34,4.9,14,10.31
67,89322,86,6.6,18,89.4
21,135734,14,5.7,10,219.16
35,32580,24,1.7,8,34.47
54,53193,59,4.3,17,42.33
42,15000,39,0.3,11,13.93
65,41395,26,0.1,16,55.07
18,52005,43,4.2,17,135.92
70,53767,36,1.7,12,141.15
63,47790,39,15.0,9,105.03
32,51019,61,0.3,11,25.99
26,15000,16,5.8,12,25.02
32,57167,59,2.0,11,141.81
66,65516,96,5.3,11,144.66
41,109405,6,5.1,16,44.42
21,61159,98,7.4,13,32.74
29,45322,56,1.1,14,221.56
54,95126,8,9.0,6,35.45
54,15000,94,0.5,5,133.64
60,35991,27,0.3,14,46.33
23,30961,71,1.7,11,15.53
56,48015,27,5.3,11,377.95
63,15000,89,1.9,17,63.06
41,108204,46,5.3,16,23.27
28,42197,41,3.9,15,10.29
30,59354,79,0.7,12,11.61
51,56041,25,8.9,16,34.9
42,104557,86,0.2,11,550.13
24,16039,18,6.9,10,27.07
69,52438,12,1.1,9,310.12
21,97509,87,2.1,12,46.67
25,46221,51,1.6,8,13.23
37,27701,39,0.6,10,30.94
46,34120,89,1.3,15,11.74
70,38724,10,0.6,13,19.55
68,31804,94,0.7,21,18.86
62,44726,74,0.6,14,10.0
63,121169,98,2.0,12,335.41
27,34254,77,4.8,11,70.33
60,36585,54,2.5,12,23.96
51,64593,29,6.7,9,71.24
43,44139,41,3.0,9,20.03
58,22081,9,3.5,8,10.0
66,47253,63,3.3,10,1897.0
20,46196,77,1.8,9,68.55
23,88027,37,3.5,15,26.93
22,27356,14,0.2,10,10.0
22,88379,73,5.9,16,10.0
64,46226,72,4.5,18,397.58
40,25216,39,0.8,10,331.07
66,22353,40,4.4,17,134.81
26,156472,54,0.0,11,14.32
52,44535,3,0.7,18,334.28
37,85982,55,0.2,9,93.67
66,17590,33,4.5,9,119.81
59,200000,96,4.2,9,93.26
52,83779,71,5.0,7,10.0
67,42055,19,0.0,13,12.96
35,40794,34,2.1,5,29.6
34,76172,78,3.7,14,118.2
41,73593,50,0.5,11,10.42
20,54694,47,3.1,13,44.24
49,49341,46,0.3,12,44.17
52,68640,56,0.6,9,141.36
55,17239,57,1.9,5,122.68
30,39231,83,3.2,10,16.24
64,18249,51,0.5,16,309.83
42,70456,54,0.6,12,13.52
26,32679,90,0.7,11,202.49
21,19092,81,0.8,8,28.21
31,30446,28,0.8,15,66.47
54,53616,19,1.5,16,71.61
51,43341,27,3.2,18,69.22
28,24248,48,1.7,15,122.66
58,17625,19,4.5,13,87.34
20,51244,97,3.8,16,139.82
45,34597,51,0.4,19,95.35
46,41988,7,0.2,13,11.97
26,44542,29,6.3,7,75.47
20,63452,43,0.2,15,27.75
42,81484,69,0.5,7,14.42
51,53525,94,0.1,16,38.56
29,40445,58,3.0,8,68.03
59,49754,8,2.6,14,73.67
26,39992,42,13.0,11,193.88
32,18296,76,6.5,19,262.11
57,94387,42,1.6,18,81.74
42,84293,13,1.4,14,101.55
22,161619,26,1.1,13,61.21
28,192586,18,0.5,17,137.09
51,24206,42,0.4,16,97.94
41,40085,51,0.4,12,51.14
32,200000,84,0.4,7,722.26
55,47842,16,0.8,9,28.35
25,56756,3,1.1,10,312.73
22,19679,91,9.8,12,10.75
65,53646,79,2.6,11,144.94
43,156242,98,13.2,16,306.09
35,106082,45,1.4,11,10.0
23,33996,22,1.8,7,64.5
54,38646,23,1.2,14,128.83
65,24871,59,0.6,14,73.87
30,29416,62,0.5,8,85.95
45,15582,68,8.7,13,64.29
22,46588,54,13.0,13,14.69
30,121305,57,0.1,16,936.04
34,60673,23,0.5,11,29.84
67,111273,60,1.7,17,91.93
57,93334,73,0.6,11,25.12
62,35309,88,1.4,12,10.0
49,31079,85,0.4,9,18.0
46,31802,55,1.8,8,10.0
68,17496,80,1.0,10,202.33
20,49980,63,1.3,15,26.36
57,15000,56,0.3,11,29.46
51,69901,55,1.7,13,15.22
57,51181,25,12.3,14,61.12
44,65046,26,1.2,13,23.11
30,92430,49,6.3,17,179.62
62,55230,63,5.6,12,78.45
50,130475,45,9.1,5,27.49
23,71194,73,4.7,11,151.45
41,31123,79,3.2,9,55.12
36,42504,39,5.8,14,56.02
33,15000,97,0.2,19,10.0
57,28529,65,1.9,12,50.13
45,39003,69,13.6,12,80.31
50,68034,56,4.4,17,270.5
65,31250,9,9.8,8,22.15
58,23207,70,4.5,12,840.28
30,15795,28,6.2,10,106.51
60,34274,45,3.7,14,10.0
62,158025,26,4.3,6,19.8
42,57679,28,2.2,15,300.43
70,86141,40,7.7,17,242.71
59,28565,15,5.2,20,55.8
53,19071,6,5.6,13,65.36
44,23561,27,3.4,13,13.5
55,46245,38,1.1,13,266.6
24,15000,68,0.1,12,16.69
22,26797,75,8.2,12,150.46
60,34481,85,2.6,10,276.57
62,22191,64,1.1,13,57.85
68,15000,30,0.5,9,174.36
48,58325,82,5.3,17,501.28
40,50388,99,5.4,8,75.31
59,78230,3,5.1,10,44.24
27,25178,62,3.1,11,50.39
49,77339,12,1.4,15,22.39
60,122710,91,1.1,13,21.79
70,57372,30,0.0,16,92.84
47,33997,85,5.4,21,44.85
56,53479,38,0.3,10,80.89
48,33035,85,3.0,13,10.0
35,29894,60,2.1,16,48.86
53,73862,38,2.2,16,187.94
19,45096,15,7.8,9,14.26
31,101018,18,0.1,14,55.69
30,37591,52,4.5,14,10.0
46,39946,29,0.2,15,11.4
29,34894,60,0.1,14,143.91
56,25031,21,1.7,19,37.67
19,79909,17,0.2,14,486.14
49,181939,18,4.7,11,91.74
30,38974,57,2.3,20,103.2
63,32588,37,0.1,11,15.0
44,31344,60,0.1,10,34.39
66,32603,38,2.8,14,22.67
58,131909,12,4.9,8,15.2
34,31853,75,1.7,11,121.11
57,34504,84,2.4,12,154.07
48,23290,73,4.8,10,88.12
51,58465,1,2.8,9,20.21
41,47082,58,0.8,11,81.2
62,24777,3,2.8,9,10.0
52,28689,63,3.0,15,267.1
65,122977,21,4.0,14,11.5
23,49992,23,2.9,14,14.23
36,52104,9,10.4,8,62.7
47,52228,83,0.7,19,69.76
24,113184,55,9.1,13,50.03
27,26183,19,2.3,10,14.41
58,38644,62,3.3,18,212.73
49,44294,87,0.3,17,10.0
51,17453,91,1.4,11,10.0
45,28291,91,4.4,19,48.02
32,91858,39,3.7,14,11.98
47,77352,100,0.1,10,236.78
54,86011,76,2.4,15,13.28
46,34425,27,0.3,11,353.69
39,37070,46,15.0,16,189.08
21,16766,34,6.8,12,240.34
37,85747,33,0.1,3,525.59
49,94654,92,5.9,6,60.19
53,93934,95,7.6,12,16.19
67,128342,96,1.3,9,48.25
21,63149,50,3.8,10,27.66
44,124757,20,1.8,12,23.31
34,43465,40,3.2,13,65.43
29,16980,99,1.2,13,37.56
39,82160,95,1.2,10,22.14
34,16608,58,1.7,12,40.67
27,54291,31,0.5,12,105.51
18,86959,38,5.3,17,172.04
39,59549,86,1.3,14,10.0
43,192325,45,1.5,9,37.95
35,15069,41,6.7,13,46.08
67,46643,9,2.1,12,13.21
31,49536,9,2.4,15,47.29
64,21884,63,9.4,12,65.21
46,24532,79,6.5,17,101.76
29,29522,77,0.6,14,59.89
53,25341,22,1.9,9,18.97
52,45945,16,10.7,13,610.6
69,34139,32,1.4,14,147.67
29,59322,66,1.4,10,105.98
24,72378,90,0.7,15,182.33
46,69498,14,0.4,10,73.22
28,38327,38,4.0,11,255.59
50,58144,98,4.4,9,58.45
23,91224,8,10.4,14,54.71
64,64044,100,4.5,23,117.01
32,149550,21,0.8,14,361.99
49,88371,56,0.1,5,335.11
68,137453,46,12.7,12,111.21
28,15000,43,1.2,14,101.49
40,51948,92,1.1,9,125.87
43,40361,46,7.1,7,178.17
51,45479,48,2.6,15,259.43
63,30243,70,0.7,16,41.1
51,62175,84,6.6,8,265.52
46,16563,31,15.0,10,82.4
21,62446,33,0.3,11,119.24
34,30852,44,5.9,10,286.67
52,36307,71,1.5,14,133.82
30,63774,8,2.2,17,163.89
58,51393,73,7.4,16,34.22
56,92258,2,10.9,11,329.63
32,27399,17,0.9,11,125.82
46,46703,52,0.7,8,63.52
46,83555,45,0.3,11,204.65
28,60883,37,2.5,6,1218.53
69,63282,42,0.0,15,13.43
49,95303,44,1.6,13,20.81
19,38416,81,0.2,8,1369.73
64,33857,38,1.6,9,91.11
31,69254,99,0.1,5,68.65
37,44816,94,5.4,9,47.54
39,96117,6,0.7,6,232.79
28,61197,68,1.2,13,1253.25
44,33724,51,6.1,12,24.58
20,60055,35,4.1,10,48.61
34,28520,58,0.7,10,35.84
61,86522,57,0.2,12,131.56
45,21198,73,3.8,12,236.72
46,102052,6,1.5,15,381.88
38,59428,13,4.4,13,137.01
64,44411,59,1.8,14,1122.37
33,77497,86,1.3,14,27.39
54,66622,92,1.8,12,20.06
37,108904,30,4.1,17,318.37
23,108297,100,7.0,11,63.27
36,60559,2,0.2,19,10.47
22,29054,58,2.2,12,37.36
20,35422,36,0.1,11,74.2
18,46958,72,1.9,18,25.14
55,93810,45,6.5,12,16.16
32,37278,9,1.3,15,42.56
51,39192,65,8.1,10,15.22
52,148599,77,3.0,9,117.0
66,46047,50,8.2,10,10.0
42,33495,79,4.2,15,60.86
41,78118,32,0.3,11,101.84
29,47397,98,0.8,11,48.98
35,21295,43,1.5,15,202.73
32,91541,95,0.6,12,10.54
61,31312,78,2.0,18,23.54
33,50319,54,1.9,12,36.74
44,47057,47,9.4,10,128.42
25,56278,14,1.7,11,70.97
63,15000,48,4.6,6,714.83
42,40092,55,8.5,12,20.76
34,96269,29,6.3,12,10.24
46,104743,47,0.7,12,467.27
70,27044,63,2.1,8,10.0
25,85166,19,1.3,13,123.92
32,31043,91,1.5,13,16.87
44,39154,9,1.3,9,10.0
63,40409,37,5.3,15,34.82
67,52327,92,1.8,11,160.68
69,89394,52,2.2,4,12.6
24,57454,57,12.1,14,109.0
20,45447,88,0.2,13,136.38
46,87586,28,2.0,17,11.87
61,30284,36,4.5,16,41.54
70,46801,64,0.5,11,362.31
41,89095,18,2.8,14,119.19
20,67344,89,0.8,10,39.89
37,37057,35,6.1,10,89.87
63,19776,68,1.2,14,23.99
32,59072,78,1.2,8,207.77
42,19011,39,2.7,11,207.66
47,43152,90,0.6,10,63.12
31,99445,8,1.0,7,72.01
24,70126,88,1.6,15,16.47
34,15000,80,1.3,16,10.78
61,55285,84,2.2,11,34.75
37,40477,15,2.7,14,49.16
53,22828,7,2.5,14,195.42
26,59934,17,3.2,14,165.16
55,36495,86,1.1,12,68.16
65,36632,86,0.4,13,227.84
39,52808,64,4.3,14,17.6
70,33673,12,5.7,15,198.9
70,51919,82,0.9,14,21.15
19,34337,56,1.6,15,241.68
41,35487,46,2.1,14,53.73
25,88943,47,2.3,7,10.0
28,94542,79,3.2,9,131.13
30,17585,16,0.1,15,144.24
34,76745,69,3.8,11,31.57
25,113454,2,0.2,15,34.97
38,124794,92,1.9,14,45.08
35,66985,54,5.3,11,10.0
47,25992,27,1.8,5,10.0
35,71538,31,0.5,10,260.33
63,29098,41,12.6,8,20.31
64,39903,36,6.6,14,505.89
48,61688,47,4.4,14,282.73
55,30246,43,1.6,13,358.04
49,24640,65,0.6,7,25.02
28,64826,50,8.5,10,10.0
62,150291,93,2.3,10,14.82
42,103356,1,5.7,11,31.95
50,74930,72,1.3,13,10.0
55,88213,57,1.2,10,30.86
58,71871,16,12.7,11,42.86
25,64211,28,2.2,14,11.55
28,84050,86,0.5,10,15.66
39,21568,82,0.7,9,41.9
68,55253,22,2.0,5,83.73
41,46696,41,0.1,13,18.75
58,51397,76,1.9,4,77.53
34,37167,19,1.6,16,64.34
29,66989,89,4.5,8,57.76
63,30008,50,1.3,12,24.97
49,35585,59,12.1,15,11.02
32,33112,69,0.6,14,418.11
33,82319,34,2.7,14,116.32
39,48677,39,0.3,17,182.52
45,37179,74,4.0,7,49.38
37,39180,7,15.0,9,44.84
50,49135,52,5.1,11,98.38
27,129742,60,2.4,7,10.0
57,23343,52,2.0,10,14.33
49,73519,79,5.4,15,20.96
67,65063,24,8.2,12,31.64
50,28860,26,13.6,10,19.0
19,118198,90,1.5,15,81.4
50,67749,90,14.1,10,60.2
50,36147,10,0.5,10,290.45
58,16064,17,0.9,8,1062.64
30,56245,78,0.3,15,12.0
47,47722,2,1.0,8,65.15
50,26411,77,4.4,15,65.02
30,26208,27,5.8,9,53.68
69,82545,73,4.5,11,14.85
43,15162,71,3.0,14,18.16
39,59193,48,2.2,9,72.86
56,43806,74,3.7,8,17.56
19,66058,9,1.5,6,66.1
55,41085,86,5.5,15,40.64
56,58452,23,3.4,21,64.71
43,31392,71,3.6,12,17.39
63,47594,73,2.3,12,65.95
67,65739,27,6.5,11,18.97
32,53665,88,0.9,15,66.21
51,61585,93,1.4,13,272.4
59,28092,81,4.5,8,74.68
61,34392,84,2.0,17,80.34
66,34752,71,6.6,9,145.57
57,41527,43,1.3,12,10.13
28,110763,7,1.4,10,429.54
20,39635,92,6.6,5,15.38
23,24682,83,1.9,12,156.9
26,67845,63,2.2,17,133.79
23,109972,84,1.2,14,18.49
26,23000,44,1.0,11,183.22
56,160121,39,3.2,12,99.22
48,62887,40,0.4,12,527.41
49,91156,7,6.3,15,68.86
58,118212,70,4.5,13,47.93
67,87866,25,0.6,19,29.44
29,45875,59,3.6,13,10.0
25,101785,13,2.8,10,37.27
25,57111,86,0.6,16,39.21
67,94305,81,1.0,14,74.77
45,100702,86,1.6,12,10.0
37,25475,98,3.6,9,40.98
64,78950,62,3.1,11,109.02
24,43952,8,2.3,11,122.81
28,53258,45,4.4,14,10.0
37,52905,18,4.3,15,127.45
33,51646,88,2.9,11,40.61
21,122285,60,4.6,14,43.73
23,21593,60,1.2,7,10.0
39,17441,2,6.4,20,327.76
43,15367,66,2.9,12,67.5
20,93105,91,5.2,14,10.0
58,30820,14,2.4,15,85.65
59,53067,48,0.7,8,82.55
31,45760,56,2.3,6,236.76
28,28801,12,1.4,16,37.65
35,81706,96,3.6,7,55.39
29,45411,92,1.9,11,25.25
40,42504,55,5.4,9,111.89
29,56371,28,3.4,12,21.32
30,75543,89,3.5,17,18.7
42,27573,4,0.7,9,50.33
62,82764,90,12.5,15,12.54
68,116997,36,5.5,12,373.37
36,20833,50,4.7,12,551.54
63,57929,3,1.2,10,31.68
53,40824,1,2.3,19,10.34
62,74573,17,0.4,15,81.77
25,23623,71,2.3,8,30.61
46,130269,62,0.5,15,223.55
70,18681,48,2.4,16,21.23
49,42337,62,3.1,14,104.94
68,63613,69,1.5,15,62.6
61,32474,19,2.1,13,24.25
35,29553,34,6.3,8,72.83
23,56013,99,0.3,6,156.69
35,51362,49,4.7,16,60.6
36,49195,80,0.6,5,61.36
39,82060,47,0.1,15,19.16
54,38689,91,0.6,9,215.52
49,59382,50,4.3,11,191.23
58,36171,89,1.6,10,33.36
20,29448,26,6.2,13,47.03
45,41321,56,2.2,13,297.99
27,36342,78,0.1,19,14.01
68,37448,14,3.8,14,112.75
52,98636,78,0.4,12,27.93
46,42088,25,4.7,8,461.14
32,32933,100,0.6,13,58.92
50,49853,4,1.3,12,247.76
24,52184,79,4.3,13,21.9
29,24049,32,9.3,11,12.2
66,40984,82,1.4,6,41.22
47,40006,78,5.3,11,74.83
38,44210,65,0.6,7,29.58
48,75759,61,4.9,13,135.64
41,53210,20,3.2,12,42.44
37,102412,74,0.6,15,10.0
54,48679,10,1.1,11,105.99
21,142294,88,0.4,11,18.93
45,37180,34,1.4,14,35.38
61,30892,61,0.7,8,352.04
37,68076,92,3.1,18,458.23
41,111129,27,15.0,22,27.37
67,21433,40,0.0,17,109.22
66,43556,65,2.3,9,28.14
68,33980,33,2.6,24,38.7
49,53407,68,7.4,12,26.39
58,49316,71,2.1,15,10.0
53,109889,9,2.4,9,61.2
70,45933,16,1.9,12,77.15
51,111845,5,0.9,12,24.41
53,40576,98,0.2,13,201.41
19,85467,23,1.6,7,32.35
32,56229,43,0.2,8,25.42
51,138403,89,2.4,13,102.7
53,20207,57,1.1,9,10.0
23,24384,51,2.3,21,162.07
56,147115,13,0.4,17,33.7
59,31572,24,8.1,7,178.96
68,32797,11,6.7,19,256.15
68,28985,52,0.6,16,117.71
29,97642,17,1.3,13,20.61
20,23107,37,2.9,18,12.17
62,49685,13,0.3,13,10.0
35,41798,62,1.3,9,205.1
57,91300,91,0.9,6,46.44
38,34954,84,7.4,14,26.6
32,62891,97,5.7,12,46.6
50,24276,96,2.6,7,199.69
52,191829,8,2.2,14,139.0
43,42456,56,8.0,13,92.41
25,49279,93,8.1,13,117.39
53,132303,83,10.5,8,67.78
65,34475,70,0.4,7,78.46
47,133309,44,0.5,13,71.18
40,38296,60,3.4,11,54.59
59,73351,41,2.3,15,134.83
61,34765,21,0.1,11,84.23
31,21728,86,0.2,12,18.98
31,62865,42,6.6,5,102.99
19,71965,74,6.1,17,73.46
54,22258,74,1.3,15,113.72
22,40772,29,6.7,10,48.18
55,100755,80,2.7,10,144.62
62,70267,65,4.9,10,50.72
58,38671,17,1.7,11,130.15
64,34251,30,0.4,14,31.57
31,157778,26,1.7,16,34.31
56,20575,53,1.8,9,112.44
42,47310,19,2.4,8,36.67
37,20357,53,0.3,8,770.42
19,107892,85,14.3,13,107.74
56,48811,17,0.8,16,56.26
23,54551,46,0.7,18,146.04
34,200000,85,2.2,12,30.67
42,34334,53,2.3,15,165.28
45,139964,64,1.7,14,159.86
19,38776,45,4.4,15,245.73
52,42612,49,2.2,11,32.17
54,200000,19,2.8,12,12.59
22,44504,71,3.9,11,26.25
18,21490,81,0.1,12,38.94
57,58055,65,2.5,12,403.69
29,44194,37,6.5,10,760.53
53,61099,70,0.1,8,82.57
62,45244,26,1.6,13,55.22
40,185225,2,7.8,12,35.88
64,68462,59,1.3,11,146.88
48,25719,96,1.8,11,754.68
28,52824,5,12.0,7,465.46
27,30339,37,0.7,17,213.91
20,42250,31,0.2,15,210.18
31,28388,76,5.9,11,148.23
33,173558,99,6.1,7,51.59
27,32375,94,1.9,16,22.56
46,74053,48,2.2,12,53.25
27,40372,6,5.4,16,90.63
29,24463,15,4.0,14,10.0
47,55192,15,0.9,9,45.44
58,62343,61,0.1,15,20.26
18,68540,16,2.0,4,184.31
22,15000,20,5.9,8,28.23
37,23367,77,6.8,14,80.95
25,87075,44,9.4,17,23.57
60,28165,42,6.3,11,371.38
29,55368,46,2.6,17,10.0
18,23044,95,1.8,11,96.64
37,76035,34,4.5,10,11.79
45,85713,64,4.0,11,29.63
60,76049,29,2.3,10,69.93
54,91083,3,0.3,11,74.18
64,125284,9,7.8,15,71.89
54,24235,75,1.8,18,65.5
29,30540,75,1.4,14,25.27
54,83996,25,3.0,16,44.84
66,96580,86,3.4,14,56.71
66,32708,42,0.7,5,69.02
61,31371,46,5.4,13,50.46
45,33145,73,1.0,4,131.04
64,18712,84,0.6,12,61.07
32,22860,59,1.6,8,69.52
23,23193,21,3.9,13,34.5
61,41090,74,10.1,12,15.44
37,57670,22,5.0,18,65.68
67,63581,29,8.5,6,232.51
31,36129,63,0.5,13,93.0
19,36666,73,0.2,10,20.47
26,52796,61,2.4,7,145.14
54,19978,64,1.0,17,36.52
37,87174,69,5.3,16,128.71
43,106003,40,3.3,11,35.07
46,33679,75,10.6,9,83.43
18,38597,1,0.9,12,29.31
52,103361,65,2.0,11,30.21
23,45531,62,2.1,11,10.0
54,69769,54,0.8,10,100.94
70,46379,60,2.7,22,85.13
22,124714,46,1.8,14,91.08
50,65778,5,1.8,9,75.97
66,68090,22,1.4,9,21.87
68,68856,90,0.1,13,174.0
31,35134,53,2.2,15,179.71
29,37125,70,1.2,13,21.2
59,77772,32,0.0,17,103.39
37,52883,11,1.1,12,156.02
70,24183,10,1.0,10,31.06
67,150823,39,1.5,12,38.27
41,88154,98,0.4,9,103.64
60,50140,31,2.1,12,10.0
51,41601,12,3.5,8,14.79
42,55226,80,3.0,20,16.65
67,66870,38,4.9,14,10.0
46,15000,67,1.8,13,200.72
56,174104,66,2.2,12,10.0
48,30517,52,5.0,9,82.41
64,48964,5,1.7,12,144.61
60,50057,11,3.6,10,38.39
67,162447,25,1.7,10,24.48
40,46496,35,1.6,11,72.2
61,127147,35,4.3,12,54.72
55,62569,22,0.6,12,182.04
37,27525,37,1.2,20,10.0
40,53147,86,0.8,9,18.13
62,45656,55,1.3,8,107.11
69,25579,75,0.8,15,58.01
33,60756,96,2.6,12,134.62
67,49675,99,4.8,17,74.77
59,68449,95,4.6,11,46.45
25,55050,72,1.4,12,37.99
67,33167,64,13.5,9,888.97
38,77730,20,2.7,15,344.45
18,33703,98,1.5,11,98.95
25,15000,4,5.4,13,59.99
46,52954,18,3.9,12,104.14
49,35156,51,4.2,12,147.26
55,61653,68,0.7,12,90.25
22,162644,20,1.9,10,22.16
64,165486,9,5.9,17,464.71
39,44396,80,2.1,13,73.37
64,29854,26,3.5,9,611.99
51,69620,25,2.7,11,68.35
18,39256,68,5.5,14,40.66
43,62010,41,1.0,15,287.43
60,32974,59,2.6,17,78.37
27,56977,45,0.4,16,64.08
47,30116,41,3.5,19,12.93
67,99762,38,3.9,6,120.57
35,34406,19,0.1,12,30.21
34,72886,14,3.4,15,31.9
43,22951,21,1.6,10,30.31
25,78331,15,0.4,13,92.47
64,27451,3,1.6,10,10.0
57,57337,37,0.6,11,42.39
66,90573,46,1.6,10,177.03
29,43477,16,1.5,17,12.25
44,26436,14,4.0,11,67.19
25,66044,9,4.5,11,25.59
42,29596,7,2.8,12,33.64
63,38463,14,0.1,10,397.89
21,57484,6,8.0,8,10.0
50,110902,85,3.5,18,136.83
18,49808,15,0.1,16,30.77
36,49697,52,5.1,17,28.99
48,76306,72,0.7,5,14.38
33,50524,34,2.6,10,134.92
31,71776,1,1.9,10,43.39
70,93631,96,1.6,9,37.29
65,40269,69,6.6,9,62.29
22,15000,94,1.7,16,44.51
58,30008,86,0.2,17,10.0
43,101235,20,8.8,8,30.3
45,48037,80,7.6,13,159.9
19,39995,7,3.5,14,10.0
67,98722,7,1.9,14,14.76
23,46129,50,0.3,11,32.72
26,15000,2,4.7,14,22.86
50,19867,47,0.2,14,52.8
58,63018,14,0.2,8,14.71
42,47092,31,2.3,8,34.28
65,117335,50,0.5,11,51.54
30,31572,61,0.0,10,118.95
26,40712,41,1.7,15,243.17
70,28833,14,0.4,10,39.89
30,35869,5,0.5,10,526.2
48,15754,75,0.2,10,43.79
58,38893,5,0.7,13,147.62
28,47518,64,3.8,10,554.36
21,45170,29,5.0,11,64.53
51,178034,75,1.8,12,10.5
55,147279,5,2.1,10,60.89
63,31240,96,0.1,11,26.21
21,15000,36,0.2,15,39.28
55,46188,79,0.9,11,591.09
36,61445,19,2.4,12,12.59
23,29252,64,4.0,10,78.3
51,30134,22,2.8,10,19.04
35,126694,34,1.5,16,37.74
30,42001,56,0.4,17,133.46
58,72936,17,4.6,10,79.98
40,28052,76,1.4,10,41.68
36,47374,89,4.0,16,25.03
62,40062,56,2.2,13,79.78
28,32688,17,4.0,8,423.78
18,98044,74,7.1,13,18.51
41,21304,92,7.6,15,541.31
24,58690,82,2.3,7,230.3
42,39613,18,2.1,6,282.37
38,62874,45,0.9,11,79.05
32,39936,96,8.2,15,222.6
18,82480,78,1.8,14,16.27
29,27894,56,0.4,10,24.49
24,98177,80,1.7,14,136.86
32,48180,50,0.4,13,77.87
38,22090,58,2.1,11,45.69
36,73727,18,2.5,10,10.0
46,43507,80,1.2,13,32.38
42,17593,81,0.2,16,13.34
50,59843,7,8.6,14,98.72
66,89675,76,4.5,9,43.41
49,105797,98,5.5,13,25.69
66,39065,10,1.4,7,1301.79
52,53486,69,4.3,10,189.77
61,50529,85,2.0,12,193.84
55,119836,3,0.7,13,767.13
43,30142,83,0.4,7,142.97
28,37093,44,1.3,9,21.65
52,29707,99,0.4,12,18.81
25,20547,70,15.0,9,173.8
63,56878,14,0.2,15,10.0
31,128127,4,1.7,11,49.73
27,43517,18,1.8,12,10.0
19,28878,93,1.1,9,61.47
63,54836,99,2.5,7,152.15
26,69805,52,0.5,6,76.35
20,44630,38,4.6,13,168.3
