age,annual_income,spending_score,membership_years,purchase_frequency,last_purchase_amount,cluster,pca1,pca2
68,15658,77,11.6,11,84.09,2,-1.465570069425864,1.3055504565127596
57,23157,92,0.2,10,10.0,4,-0.6341089505760044,0.5151941705625954
22,53410,14,1.0,6,12.96,1,-1.3141035461021913,-1.276652545676466
37,56163,86,0.8,12,95.82,4,-0.2078112018764485,0.49221495697577955
57,58915,30,0.9,11,23.54,1,0.445257860428295,-0.38261554294298883
61,49115,44,1.4,9,19.93,1,-0.16498045805358735,-0.001265263550314223
18,32347,84,5.1,10,291.5,4,-1.657250519229836,0.15768792351117666
47,47444,91,7.3,13,775.22,0,-0.06139877310433741,1.0130982666428807
38,37709,38,0.7,11,168.08,1,-0.1562367047795984,-0.942912187359647
37,18481,59,2.3,17,14.73,4,0.26835778064853144,-0.7765222385168935
23,30839,42,3.0,12,453.15,1,-0.4183264084075226,-1.13874044642441
39,83593,52,2.2,12,10.0,3,0.20679275196429792,0.3184956953923387
35,127131,63,1.7,13,37.89,3,0.8713558437012268,1.1111431838451176
25,72458,61,0.6,12,58.31,4,-0.08463306710416986,-0.07136424626634302
56,123774,34,2.0,17,549.41,3,2.793892732092852,0.41900524229546326
49,51597,39,1.5,11,163.24,1,0.1610907857660298,-0.41738126625487226
50,139445,41,4.8,14,31.3,3,1.3634930800994265,1.3200213007076729
70,168163,37,4.3,12,17.57,3,1.8619282129817247,2.0738917920976747
33,17325,65,0.4,13,181.75,4,-0.2951625155033552,-0.8193971403521029
29,55988,79,0.3,8,28.79,4,-1.1406641610998294,0.30643214925560075
55,51629,32,7.2,10,70.82,2,-0.624238308048908,0.1653169121954636
69,38007,8,2.3,8,10.55,1,-0.15618250981966264,-0.7731732076724259
51,65850,97,5.9,12,108.11,4,-0.4584729469500314,1.6700085886041518
31,50245,18,0.2,19,98.14,1,1.598962474872261,-1.683583369702086
53,31531,45,2.2,11,12.31,1,-0.2822161149215004,-0.3964016427306349
50,48244,93,2.3,11,188.28,4,-0.3620624939020198,0.9217240132505532
40,100987,96,5.9,10,106.24,4,-0.6537634344706403,2.08994471394026
67,54694,33,0.3,8,132.69,1,0.17133977312991766,-0.18341900086835014
62,71408,5,0.8,4,34.66,1,-0.46121020902539805,-0.44035722819282014
19,41513,82,1.6,9,67.68,4,-1.4952177097982922,0.04510401222752891
58,64295,74,6.0,10,58.91,4,-0.5961455885713882,1.3204671199499998
38,23729,36,8.4,14,45.7,2,-0.7658334987934948,-0.514503504390479
19,36321,97,14.8,13,66.99,2,-2.4747308835198716,1.4920985868322432
44,46092,23,9.6,9,246.59,2,-1.1928868280876135,-0.12372496624791982
26,22792,40,0.0,8,198.33,1,-1.1214329244370316,-1.3138771074880027
18,29788,5,0.1,13,13.22,1,-0.12411389618024064,-2.304807236587067
28,59152,34,0.5,7,178.12,1,-0.8444051606963056,-0.7441339734836758
20,52992,24,1.3,11,228.01,1,-0.2722956192408901,-1.3204230225724787
69,79524,17,5.3,12,45.54,1,0.7740693337701752,0.24245500343004237
40,34190,95,6.7,11,100.5,2,-1.3999649236683733,1.0390637472642064
43,50744,71,0.6,12,98.77,4,0.005677444043155256,0.12941854893726382
21,32757,81,2.9,9,19.69,4,-1.7568786861705281,0.06444332835855583
35,74882,92,7.5,12,34.52,2,-0.9302664947859243,1.5950985905561812
23,100152,22,1.9,16,134.42,3,1.2516070181977579,-0.6577298794637209
52,65512,15,0.3,8,30.11,1,0.013885218910467978,-0.6752855036645934
39,92662,15,1.8,11,176.02,1,0.625813778561896,-0.4926342084822952
60,49986,25,1.4,9,261.38,1,0.20790851722300552,-0.5534736380201972
32,79487,53,2.6,10,215.38,4,-0.26280897629623856,0.19281288499900648
39,51289,21,1.7,14,587.43,0,1.0596676798000608,-1.2889899973608259
54,26503,66,0.1,14,48.97,4,0.39835407658175126,-0.2917641082491731
69,56842,91,15.0,16,67.53,2,-0.4546005893682562,2.4750170654727817
59,26979,32,2.4,14,80.22,1,0.541346279988056,-0.7968989411077486
29,199481,21,1.9,14,50.78,3,2.1818264071419384,1.1254250117758189
64,40116,68,9.3,13,104.65,2,-0.47450102732653227,1.09324650292562
66,72187,44,0.5,11,10.0,1,0.742216243083344,0.294205126163086
59,48657,83,0.6,13,69.82,4,0.41834723189754114,0.6442753489586321
55,23384,66,5.0,11,10.45,4,-0.8481473451772426,0.29715321630988684
35,15691,90,0.9,11,17.2,4,-1.0895350130445474,-0.017746079357311952
62,76834,98,4.8,12,131.56,4,0.07850264295005192,1.9482072366258265
52,124194,14,1.0,12,42.99,3,1.4992547451456246,0.15170116305994924
47,31543,15,0.1,12,126.11,1,0.3846811535990625,-1.5192357995347459
41,18141,20,2.2,18,41.89,1,0.9041670152306878,-1.7109054480699344
59,40332,34,0.7,20,205.96,1,2.223503862923518,-0.983290248474996
47,27937,36,4.3,12,40.98,1,-0.41802343700388706,-0.617641286187918
31,33183,83,3.1,12,10.0,4,-0.9736003094587665,0.20630036101216964
23,70701,9,7.7,16,71.56,2,0.21857801025338236,-0.8393369772114072
20,47558,71,4.6,12,10.0,4,-1.1249851511155586,0.10019396663982934
33,29800,30,0.6,10,10.0,1,-0.6473291560504503,-1.2651836023325203
24,69779,77,4.8,14,18.92,4,-0.4137907131286824,0.6122280747072576
69,73139,91,3.1,13,16.29,4,0.5401186471444525,1.6790304070536002
31,40045,63,3.3,11,28.39,4,-0.9331680491464783,-0.11487548969974001
26,53249,35,5.4,14,15.64,1,-0.32004266493507555,-0.5698092332323953
32,66990,13,2.6,8,10.1,1,-0.7017180519750597,-0.8201229043489416
38,63301,79,1.9,9,347.3,4,-0.5290395487608598,0.5883976086129629
52,50230,46,3.0,10,24.2,1,-0.35960325452473,0.023845813971470415
19,115792,56,1.1,8,10.0,3,-0.5356575067481287,0.6173802114224077
44,69536,9,0.6,10,35.41,1,0.30099332427271486,-0.9480900035771173
19,37406,87,2.9,12,14.16,4,-1.1954968634732657,0.13418053553249482
52,37541,36,0.8,14,18.88,1,0.6195237015957025,-0.793914569372568
35,35071,3,0.2,14,128.05,1,0.6435325609129001,-2.035278706131515
31,71630,98,0.0,13,31.89,4,-0.007071474980261698,0.8273546988578813
37,33737,19,2.8,14,13.69,1,0.12001242041702696,-1.3316672502538949
35,37989,28,1.3,9,93.27,1,-0.6859400638135579,-1.0685475834465645
27,92486,23,4.2,11,217.01,3,0.03750099872414956,-0.29184737142264205
42,54993,7,1.4,11,103.98,1,0.2558075989765647,-1.2491234244493854
19,100621,76,2.0,9,10.0,3,-0.7971746067964915,0.9087869780101129
42,79129,14,1.6,14,14.33,1,0.9978818964104134,-0.755985151976124
50,24197,46,3.2,14,57.8,1,0.07195997109853869,-0.5760561763192724
53,46107,15,1.3,13,40.72,1,0.6794472649171004,-1.0652609350049531
48,88784,67,10.0,12,36.87,2,-0.5584126724738996,1.6963937866423133
31,23545,15,8.3,10,16.79,2,-1.5760124243743583,-0.9946728183298575
18,63059,51,5.7,5,10.11,2,-2.347147111461262,0.210372871355517
63,47880,88,7.6,11,607.49,0,-0.2676211501540629,1.4034927443782665
33,17105,8,1.8,13,56.4,1,-0.13340510372648054,-2.0127810679589198
63,52669,69,2.3,12,117.98,4,0.31286178194329867,0.6331596542397923
69,29658,62,4.1,10,55.01,4,-0.4673619882554983,0.48368361969653173
20,24328,51,3.6,12,57.72,1,-1.0951070108324488,-0.8728768901780579
52,49290,63,6.6,14,50.68,2,-0.11549465427812741,0.6155897280611499
58,15390,68,3.8,11,14.23,4,-0.7495431810742429,0.14945648049445484
23,32709,78,15.0,14,10.0,2,-2.1575573874997667,1.0494909161495904
42,200000,16,1.3,14,86.79,3,2.6302148099224762,1.172269900937641
30,72412,84,5.4,9,68.4,4,-1.325683982015966,1.1658169486192107
70,28886,24,3.6,16,168.33,1,1.2193477570855102,-0.752322825746596
51,113834,6,3.5,12,131.95,3,1.1921704901602392,-0.007930251798562419
25,27031,57,1.2,10,20.69,4,-1.1414538916340031,-0.7445847810071302
38,35164,31,4.6,16,212.54,1,0.4400952227287803,-0.9717165709699739
51,24604,6,6.9,12,136.73,2,-0.35219256881738525,-1.0989526781841825
21,57162,99,0.7,7,125.09,4,-1.6221182897847934,0.7080607190994518
42,111432,79,2.9,13,811.75,0,1.3038437913951049,1.2048739327283575
32,26919,29,1.5,9,634.44,0,-0.4052240022911717,-1.4558833270112186
21,15000,67,13.7,14,124.95,2,-2.0732653032333785,0.29148181000952955
62,94332,75,2.0,6,107.58,4,-0.4010744048050957,1.6333695479269412
29,124527,3,0.8,5,199.93,3,-0.1560081279811171,-0.32805352432090545
49,15000,28,1.4,13,27.09,1,0.06299435590835847,-1.3063173010515223
49,64604,74,3.2,14,27.56,4,0.31237785631486975,0.7409117532514762
45,56156,97,0.2,7,122.5,4,-1.0170516013439495,1.0241420136775505
30,30562,48,2.8,15,19.54,1,-0.10460002192158596,-0.8483167497505659
48,21234,80,8.0,9,111.2,2,-1.8113237423211004,0.8159467983398269
31,88880,10,5.7,14,65.9,1,0.459533460319499,-0.5016515500122878
37,54581,33,0.2,8,19.54,1,-0.6072903914511296,-0.6903720374402064
35,57105,100,15.0,7,56.32,2,-3.1063722123085227,2.4397964443026745
46,33756,67,3.6,13,261.41,4,-0.1162805174425964,0.01594413523227023
23,30298,69,0.5,7,60.27,4,-1.718686742189921,-0.40711838063127764
49,15000,12,0.0,15,60.57,1,0.792309519398015,-1.922612708240199
46,42752,57,0.6,6,81.03,4,-1.1349294456790446,-0.04466200720511723
60,116226,44,5.5,12,94.73,3,0.8463109388829956,1.3233116111774241
19,28734,13,0.1,13,36.71,1,-0.15602357592997596,-2.119299552464656
40,19664,24,0.8,7,83.12,1,-1.1243089121221992,-1.3383385311645821
36,63665,44,4.2,14,15.5,1,0.11253799059422112,-0.12669752863325026
48,71114,57,2.6,13,20.93,4,0.37418092971600114,0.39777419155424637
68,34491,96,4.6,15,24.4,4,0.21158483217356583,1.2325611478931384
22,39764,16,4.1,10,95.94,1,-0.9976154228803175,-1.321762337146816
36,57431,96,0.2,13,66.17,4,-0.05000998969746867,0.6483732809177022
51,44652,100,6.7,13,46.47,4,-0.7087171700146458,1.4671096179395418
27,89328,21,0.8,9,125.08,1,-0.06540474705411538,-0.6200092976811775
42,200000,76,2.4,8,86.02,3,0.8170294558654895,2.963512228837192
19,17579,51,3.1,7,38.55,4,-2.1629879391925746,-0.8487397933878398
28,102524,21,0.6,8,15.76,3,-0.15588393433159092,-0.3315666694572561
67,52216,60,11.2,12,20.42,2,-0.699179451220622,1.4077953054452146
48,112749,51,2.0,13,10.0,3,1.0151335833400752,0.8639855308482771
32,75706,21,0.2,6,64.63,1,-0.7123144435605897,-0.6705950218647134
26,50852,6,8.3,11,19.4,2,-1.0664798272171565,-0.9035550872642581
40,77343,73,2.6,11,30.13,4,-0.24680940449986188,0.8146313599820946
36,38696,65,3.6,9,46.85,4,-1.2717821268768748,0.10179373288146973
26,30804,76,2.2,11,191.1,4,-0.9782993308071506,-0.2089634932948801
52,79739,58,5.4,9,166.43,2,-0.43155626967882227,1.0128556069650274
38,29537,78,0.1,16,51.13,4,0.3811272534257748,-0.31783812887532625
26,72072,6,0.9,17,249.29,1,1.5206967945256487,-1.6217199976755616
45,49933,65,1.9,12,10.0,4,-0.15408670863168303,0.170425004884239
63,15000,86,0.2,13,519.39,4,0.5376993963630443,0.04243471294068065
68,34730,34,3.7,14,125.34,1,0.7148874466896692,-0.34977921209840945
24,59928,56,1.5,10,61.77,4,-0.7330181794435742,-0.2446559244455467
33,38422,75,1.0,14,18.73,4,-0.13525501239569074,-0.15799880861414906
33,15000,3,0.0,12,32.28,1,-0.1265233951451491,-2.299996057546712
50,108277,42,3.8,18,113.43,3,1.9586136997118595,0.559611039254002
21,54264,62,5.4,4,116.57,2,-2.540333550966431,0.3579430324799614
21,63974,6,1.5,6,121.76,1,-1.0936038816506555,-1.3086824193689093
56,36902,6,2.5,12,22.78,1,0.3393901990882945,-1.210923644391932
57,67433,63,0.8,9,17.89,4,-0.10298136551425056,0.6201533159106881
34,147398,20,2.9,10,69.01,3,0.7347044719928791,0.6041525282635551
54,31538,21,0.0,17,137.53,1,1.5195326428783213,-1.4565270925150466
56,133280,2,2.0,14,54.81,3,2.0926053642237843,0.0976298210832111
69,62263,90,3.1,5,323.04,4,-0.8963031409793966,1.6760648864066778
46,29095,95,7.5,17,56.81,2,-0.26651720931016704,0.9293409948602609
69,184874,90,1.4,6,54.55,3,0.8144833321790999,3.531307992590801
53,62005,56,4.3,14,122.08,4,0.471806947597163,0.41135796764067717
55,73562,96,2.7,10,235.82,4,-0.15223882042892653,1.5504690356958506
56,41705,10,7.9,11,10.81,2,-0.4949688950048963,-0.45338327988367483
67,30400,87,1.5,7,14.27,4,-1.028556312596331,0.9340592029812869
54,54213,70,1.2,12,37.49,4,0.17571899217264542,0.4405654462306567
69,126611,23,6.5,15,2000.0,0,3.6682321883574387,0.4223173175258565
52,40708,92,0.2,9,39.89,4,-0.694891499115052,0.7344906343673467
24,48240,30,0.4,12,47.17,1,-0.15569093831880965,-1.2418774853107142
44,117453,78,0.3,6,114.67,3,-0.3259663220870575,1.5811779255724918
45,40937,37,5.6,5,176.32,2,-1.733240178534419,-0.0704500163764172
39,66580,55,0.0,10,66.94,4,-0.11402364390505892,-0.0458654561457385
31,82984,96,5.9,12,220.79,4,-0.5765864395777189,1.5206613326202738
24,43561,49,1.8,12,13.03,1,-0.568871875182865,-0.705133381736362
54,59035,34,0.0,20,21.77,1,2.255602293726162,-0.7749987133985279
39,72886,44,1.5,19,220.3,1,1.8227522896522685,-0.4647119461797486
22,38539,22,0.6,12,55.32,1,-0.27729471871687933,-1.6093094482260157
19,79974,31,2.9,6,12.0,1,-1.4090870807454017,-0.3034753369144218
44,35306,7,3.4,15,11.17,1,0.5197323830400403,-1.4486109161710352
38,32694,21,2.0,13,20.63,1,0.016518648238245188,-1.3262519197982665
55,19609,16,0.1,11,54.74,1,0.13675639932362033,-1.4780421820419654
32,36240,20,3.2,16,95.67,1,0.46180728950504357,-1.4244773767276446
38,30052,43,5.5,9,36.79,2,-1.400407162109041,-0.33815779973266485
27,38540,44,3.8,20,86.66,1,0.9060668592338177,-0.9886369478699961
40,70770,47,5.3,16,32.31,2,0.5537402794976869,0.15789838365726885
56,17406,19,0.7,10,237.15,1,0.010734248341540792,-1.3918165188132994
22,15000,48,6.6,14,1167.02,0,-0.03650329058519122,-1.2466006145352333
18,31274,96,1.2,13,34.09,4,-0.9434894450259612,0.019063026990330648
30,64649,79,0.0,16,97.12,4,0.6962174777482111,0.09868944834872345
38,58297,69,5.6,13,88.07,2,-0.4091874365265749,0.57881733264009
43,30975,11,8.5,10,64.49,2,-1.155407674658446,-0.755031747551322
67,98878,79,3.2,11,119.57,4,0.6060374313165918,1.8149110510799584
62,33022,29,0.8,12,96.99,1,0.5193517900638666,-0.8080243637441354
38,64697,45,0.9,13,31.02,1,0.3762913779379003,-0.3478805777260394
70,39431,68,1.9,13,265.03,4,0.7009838018669804,0.3890279573174734
35,29107,36,6.8,6,69.55,2,-2.1505997919003406,-0.3420621988626138
54,34096,48,0.5,18,34.41,1,1.377207001932479,-0.7138592461829049
62,76145,87,5.2,13,1024.38,0,1.1706652271047049,1.3422883815514346
49,60877,15,1.0,10,47.49,1,0.21937881610363438,-0.8168465274736317
53,87628,44,5.0,12,74.14,3,0.36325394794328586,0.697289619899639
34,60875,67,7.6,10,67.39,2,-1.3130463589598562,0.8241224023770786
52,18644,96,1.7,12,46.72,4,-0.5822301913683293,0.5093561120525447
66,174320,74,1.4,18,93.54,3,3.179369673187789,2.4440491072724995
28,61396,40,4.9,10,19.81,1,-0.9470184685081593,-0.17980535801456915
38,66756,86,2.3,13,111.7,4,-0.015583336510247925,0.7855969326639521
69,39100,14,3.5,7,10.0,1,-0.535697526651692,-0.45172191430440634
70,95597,63,2.9,10,11.5,3,0.49154122157660013,1.4782560517219687
43,25441,81,0.5,7,488.27,4,-1.0100369497499821,0.004352355111814561
21,70678,85,5.6,13,12.09,4,-0.8375019744979498,0.887424783505691
51,15000,51,0.7,8,10.0,4,-1.0080204479298467,-0.5856968647097334
69,73594,79,8.1,12,12.46,2,-0.1659784266889754,1.937424281412987
65,25649,58,0.9,14,440.57,4,0.9818218310910171,-0.36663188980162076
35,57884,15,4.0,18,10.0,1,1.0669875403426456,-1.1101004565833095
57,110680,65,1.0,11,17.34,3,0.80855757845432,1.304414325869502
52,80308,88,1.1,11,10.0,4,0.10513816511221699,1.2963997381103047
58,102194,55,1.1,14,39.29,3,1.4123889473964772,0.830826501128943
46,96038,76,4.1,14,32.36,3,0.5254398202165821,1.32758181131062
69,35790,10,2.4,20,30.66,1,2.209258822807005,-1.2214364588655369
46,70192,42,6.4,10,506.42,0,-0.15433973158347025,0.3016911858815255
55,17414,95,1.1,13,12.95,4,-0.2818780807949551,0.4329722931376459
59,32462,11,3.5,12,48.3,1,0.21476042750241714,-1.016902664539418
38,113050,16,4.2,16,81.97,3,1.4757614567545447,-0.07761852844549685
59,38908,73,0.5,15,16.84,4,0.7350588464874904,0.17889944157270946
30,15981,78,1.5,11,97.9,4,-1.0980846158237079,-0.36218514915065625
66,164098,19,2.0,14,33.79,3,2.556662513875602,1.1887958790449558
58,68689,31,1.3,10,85.56,1,0.3959981604890409,-0.12821448155453005
34,77550,73,1.2,9,47.96,4,-0.5943424091504879,0.6409695661466757
26,27220,100,3.5,14,10.0,4,-0.9464972384571979,0.39458459370482263
58,58129,53,0.7,15,261.73,4,1.3292144184709287,-0.08465731554490447
18,57213,90,3.7,12,654.94,0,-0.46778608888183576,0.34892998604737824
19,29944,8,8.2,13,44.16,2,-1.071524855567972,-1.4120492185125175
65,44272,24,2.5,12,18.59,1,0.4898740707937671,-0.4954743846923306
46,19924,8,2.8,12,332.69,1,0.1428838734712827,-1.6984203832483324
50,39814,83,0.2,14,527.66,4,0.7916790323696898,0.09319653087616356
27,87931,48,6.0,11,44.59,2,-0.6036433516810539,0.48306195396603135
67,31316,30,1.0,9,42.0,1,-0.07482460716156514,-0.5654050902912287
57,153949,58,2.9,6,49.61,3,0.217178945762376,2.200251026240055
38,20709,86,11.6,14,10.0,2,-1.623886592625932,0.9783399620957166
45,41935,55,2.7,10,38.5,4,-0.6458771971438033,-0.052382758603331185
28,33062,73,3.9,10,427.49,4,-1.0576275335970395,-0.08805677416260951
51,43997,62,1.8,12,44.59,4,-0.024434745470180815,0.0874364558503906
25,111623,48,0.2,15,15.67,3,1.1264725334643013,0.1020979106960516
39,27155,4,4.8,15,99.09,1,0.24209178036253937,-1.6335026688177126
25,37392,37,0.1,7,24.52,1,-1.3138544916787225,-1.0572518802844109
66,72598,8,3.6,19,50.41,1,2.3007877798981156,-0.5821035010521339
32,51838,1,0.1,13,11.91,1,0.5052291917252557,-1.796974643725981
34,54453,92,5.9,7,15.74,4,-2.0394954043096103,1.2896964505887967
40,27469,70,0.5,8,132.32,4,-1.1076588084247472,-0.18930128416988004
41,46959,47,2.2,6,62.74,4,-1.325691612846585,-0.14120477968940442
62,96659,100,2.7,11,21.51,4,0.26268482054784476,2.18322071364877
36,18662,75,1.8,9,63.02,4,-1.3741991272626288,-0.1640301220520307
22,32261,5,1.3,10,26.35,1,-0.7346901402859793,-1.9623342739241776
49,16492,50,1.9,12,21.32,1,-0.35953516764848137,-0.6602657154816091
61,67655,24,1.1,9,220.71,1,0.4609721740175558,-0.29158103900815463
18,102260,47,1.7,14,139.69,3,0.5946370476079404,-0.05443759612840441
40,43912,18,1.3,13,53.22,1,0.3448674756905729,-1.2653287318922115
54,26814,84,2.5,8,64.92,4,-1.216778033895955,0.6142107886413816
25,27289,28,0.8,10,54.05,1,-0.8264297736822606,-1.4932082257782324
30,41017,77,13.4,10,97.95,2,-2.4076430497981085,1.2454683604320067
25,40924,5,2.1,10,20.92,1,-0.6579823557120938,-1.6876685344833042
40,84719,30,0.6,9,153.7,1,0.15049239525687774,-0.27443856601037075
60,32816,1,1.9,12,83.45,1,0.5487846032813821,-1.4081122910126476
18,63643,86,6.0,12,39.82,2,-1.2249834944096565,0.8135730271692044
62,40811,82,0.1,14,30.41,4,0.6167727531101339,0.4739821323193286
68,31355,46,3.4,10,149.81,4,-0.16481750981906082,0.0013551149008540569
41,40206,69,2.4,15,45.58,4,0.17377477815784176,-0.03944186166045539
52,59989,31,0.6,9,23.6,1,-0.026475410599215543,-0.3835668308133931
41,84877,70,5.1,16,34.42,4,0.5991735488900077,0.9364734568079127
34,42142,91,1.4,10,137.42,4,-0.9272846795566116,0.4565477156121227
22,23804,56,1.0,13,10.0,4,-0.6282398836935484,-1.006123107383644
37,89306,89,5.3,17,35.64,4,0.5907157698416038,1.3756278617499573
38,28598,93,3.1,15,197.29,4,-0.17187755905723195,0.31436552120801076
57,57325,28,6.9,13,44.62,2,0.13720543090428683,0.05954557241504201
48,48295,16,3.0,11,75.75,1,0.014183130996317352,-0.8609753019831491
63,44571,54,4.1,16,201.16,4,0.9928524339651118,0.1361166296627136
53,36600,53,5.4,13,159.3,2,-0.12550732718774626,0.0668531221268856
28,71117,12,0.2,7,32.2,1,-0.6208670156297479,-1.0597018805313294
69,15000,20,4.5,7,46.69,1,-0.9763712747878864,-0.6064245003536117
32,96943,82,2.9,6,161.7,4,-1.1601382586335893,1.377330550001079
36,28353,34,0.2,11,168.57,1,-0.22820721475325806,-1.27549917387569
24,62615,53,2.1,13,49.12,1,-0.1588739047381316,-0.3251627439274783
68,60658,64,0.3,4,51.2,4,-0.8564978457519397,0.8633994121861286
45,105343,23,4.0,5,75.28,3,-0.7041579078514325,0.5006538012417819
68,55196,27,2.4,12,281.54,1,0.9390893158240984,-0.3016799255504871
60,29808,17,9.2,15,196.58,2,0.21114157913959353,-0.4964889592900483
22,18716,48,0.6,11,125.47,1,-0.8700592643645236,-1.2864150643382017
22,39764,21,2.8,11,14.96,1,-0.7584526836919031,-1.339876276929649
47,15139,50,0.7,9,39.26,4,-0.8605291090026854,-0.7286939130985827
49,33621,40,2.9,14,41.82,1,0.23817866393204373,-0.6119756760779054
25,41127,95,3.8,9,299.52,4,-1.509751191278334,0.5947747856999818
27,32404,3,3.8,12,40.99,1,-0.4909026909461491,-1.7511040251552654
55,50264,17,5.1,7,245.7,1,-0.70035943727577,-0.3780203673879413
64,42545,61,5.8,10,27.53,2,-0.640086835986705,0.7569954289144398
49,40271,50,0.2,12,30.29,1,0.15776594307987798,-0.45283899435980707
65,15000,90,1.3,11,97.29,4,-0.3892791980691726,0.5186184901656683
45,22542,87,3.5,13,358.45,4,-0.33581872736501667,0.2553819004874934
34,72084,6,2.1,13,42.35,1,0.5568961494845897,-1.1269382856851382
48,79423,28,0.6,11,10.0,1,0.5419901754894823,-0.28843877129336654
25,16264,72,2.4,14,10.0,4,-0.7528585901375247,-0.5852470576578811
57,30066,55,1.6,11,78.07,4,-0.15408407940805557,-0.19123426690301273
42,93263,58,1.5,13,10.0,3,0.635048131676061,0.5632963230713871
26,31862,45,5.0,14,19.32,1,-0.6208083750405972,-0.712451381479909
19,45848,72,1.6,8,55.41,4,-1.5721996589721876,-0.08374830056425908
32,116434,19,0.1,10,10.0,3,0.5834228927662665,-0.2105855391397957
67,39460,29,0.2,14,34.62,1,1.1275076288699701,-0.7296255559654339
20,36212,23,5.8,12,13.49,1,-1.0285039148889286,-1.1218796796155024
66,44612,32,9.7,14,10.0,2,-0.02413860523347716,0.3682002925923214
53,149051,10,3.5,11,20.85,3,1.3475580314556654,0.7685700328143781
21,64069,91,1.4,16,15.13,4,0.14096052175949228,0.38868208991366465
31,49585,49,8.4,13,95.91,2,-0.8500568334512683,0.10848797784751985
58,35788,65,3.3,11,229.48,4,-0.19733890819938374,0.2740615445614226
58,67730,29,5.6,17,35.26,1,1.2333709718957349,-0.012961791622020559
42,72825,59,4.4,19,26.7,4,1.2334502863648305,0.31244797171972344
67,25747,45,1.4,3,33.21,4,-1.523441775051925,-0.017274992782312884
27,74011,67,2.0,10,14.44,4,-0.6790752137839073,0.36797197323918485
38,44770,51,0.6,11,11.63,4,-0.3086717973831544,-0.4678967152995164
53,49755,95,1.0,12,10.0,4,-0.10555747033114335,0.945113547643594
29,28837,11,4.5,15,11.07,1,-0.06766258669189798,-1.6139658453507837
44,38561,86,6.7,9,386.99,2,-1.3057521245217043,0.934526112789599
57,26421,82,3.9,10,23.84,4,-0.9461100870649155,0.6915009012072028
19,25669,99,1.9,12,10.0,4,-1.324209040182264,0.13727177661920198
30,61466,6,0.3,11,26.99,1,0.13286713400325448,-1.4660335025933593
70,39613,67,0.2,23,10.0,4,2.672459236339608,-0.09437658295527282
49,22476,62,1.4,15,58.64,4,0.3180835447997516,-0.4543919114518256
48,180996,5,1.9,11,51.52,3,1.9044280126533102,0.898576454730906
33,24964,9,2.8,9,58.39,1,-0.9607124790260086,-1.6087314664804768
49,94396,28,0.0,8,51.99,3,0.2680623419963763,0.009639003204941545
49,20213,83,13.7,15,34.91,2,-1.3862489402452094,1.2573504096981005
51,64466,92,1.4,11,10.0,4,-0.18777395069133074,1.1512941860843426
28,42178,91,5.7,6,49.92,4,-2.467227357529789,0.9673863396218656
27,33609,77,2.3,8,185.44,4,-1.545937079179066,0.006049100459116931
32,55162,38,0.4,16,481.26,1,1.2697575182216048,-1.1098609145102905
34,50886,43,4.8,11,41.03,1,-0.7362728575961925,-0.224873128273327
57,30107,21,3.7,10,46.73,1,-0.3664228970348751,-0.7510638225190778
35,29300,91,2.2,9,99.54,4,-1.401793941028023,0.4014661659789361
26,19065,62,2.2,12,327.63,4,-0.6845229017874199,-0.8243620218761857
42,58884,46,0.3,11,30.46,1,0.05634379928447823,-0.3279009390622668
57,23102,70,3.2,11,125.36,4,-0.5101111824952741,0.20217206206265503
31,49137,38,7.3,17,20.34,2,0.09263600182014137,-0.40106767384949915
42,69946,49,0.3,6,81.11,4,-0.778557119948781,0.09621572180179418
67,55538,75,0.9,14,174.99,4,1.016729235522507,0.6570153341975472
39,31765,81,7.0,15,11.6,2,-0.6631399968558321,0.552652404527575
69,84565,39,1.0,14,29.07,1,1.566639099623138,0.3526268449045728
47,38377,71,3.2,21,171.7,4,1.496766026809346,-0.11142250392958425
37,22015,30,2.3,13,114.36,1,-0.15996665295353493,-1.3025920655109076
38,41347,21,2.7,15,189.26,1,0.6054764181866578,-1.2571995789772443
61,69708,1,1.6,11,151.13,1,0.9434677296933874,-0.8155349029530825
49,32707,89,1.1,13,36.26,4,-0.15244668361369684,0.41709170348668
68,83026,32,0.1,8,764.35,0,1.1969973978760762,0.010348582725749879
63,30878,8,4.1,20,64.35,1,1.8537594047666863,-1.2980424341102514
66,33505,69,4.1,11,10.0,4,-0.3853362732911411,0.6387075140637738
38,26169,30,3.3,12,38.91,1,-0.4780226952868628,-1.0513804898870835
52,73882,8,3.1,9,31.09,1,0.03956285009342835,-0.4687344533253911
49,47479,19,0.8,16,141.78,1,1.3328288265531083,-1.221697095899988
47,27231,59,0.1,9,31.77,4,-0.7128008012437544,-0.374913086906077
56,38648,55,5.0,7,204.13,4,-1.1569448534951388,0.3768044811163064
66,15000,30,2.0,9,106.67,1,-0.364016156652456,-0.7685371349409572
29,78181,79,1.1,11,16.44,4,-0.3654304354804342,0.6308615942032647
58,44247,36,0.3,13,46.13,1,0.7275674731804316,-0.6005938831718345
64,15000,55,0.2,14,21.53,4,0.5274618129644073,-0.5425426788151932
35,20455,44,1.3,12,68.15,1,-0.4608853340816798,-1.0697196333748051
38,38064,27,4.9,13,21.37,1,-0.312246018193005,-0.8050902623285077
30,22281,77,7.5,14,59.7,2,-1.1704392076365746,0.21387654339171083
38,78905,78,6.8,8,39.38,2,-1.410864966453048,1.4577909856524771
